"state","population","household.size","race.pctblack","race.pctwhite","race.pctasian","race.pcthisp","age.pct12to21","age.pct12to29","age.pct16to24","age.pct65up","pct.urban","med.income","pct.wage.inc","pct.farmself.inc","pct.inv.inc","pct.socsec.inc","pct.pubasst.inc","pct.retire","med.family.inc","percap.inc","white.percap","black.percap","indian.percap","asian.percap","hisp.percap","pct.pop.underpov","pct.less9thgrade","pct.not.hsgrad","pct.bs.ormore","pct.unemployed","pct.employed","pct.employed.manuf","pct.employed.profserv","pct.occup.manuf","pct.occup.mgmtprof","male.pct.divorce","male.pct.nvrmarried","female.pct.divorce","total.pct.divorce","ave.people.per.fam","pct.fam2parents","pct.kids2parents","pct.youngkids2parents","pct.teens2parents","pct.workmom.youngkids","pct.workmom","num.kids.nvrmarried","pct.kids.nvrmarried","num.immig","pct.immig.recent","pct.immig.recent5","pct.immig.recent8","pct.immig.recent10","pct.pop.immig","pct.pop.immig5","pct.pop.immig8","pct.pop.immig10","pct.english.only","pct.no.english.well","pct.fam.hh.large","pct.occup.hh.large","ave.people.per.hh","ave.people.per.ownoccup.hh","ave.people.per.rented.hh","pct.people.ownoccup.hh","pct.people.dense.hh","pct.hh.less3br","med.num.br","pct.house.occup","pct.house.ownoccup","pct.house.vacant","pct.house.vacant.6moplus","med.yr.house.built","pct.house.nophone","pct.house.no.plumb","value.ownoccup.house.lowquart","value.ownoccup.med","value.ownoccup.highquart","ownoccup.qrange","rent.lowquart","rent.med","rent.highquart","rent.qrange","med.rent","med.rent.aspct.hhinc","med.owncost.aspct.hhinc.wmort","med.owncost.as.pct.hhinc.womort","num.in.shelters","num.homeless","pct.foreignborn","pct.born.samestate","pct.samehouse1985","pct.samecity1985","pct.samestate1985","land.area","pop.density","pct.use.publictransit","violentcrimes.perpop"
"CA",10602,2.82,1.39,85.37,12.48,3.22,11.32,16.79,8.1,13.07,100,84498,76.24,1.64,79.43,26.6,1.98,17.48,100131,42951,45553,26439,4570,27934,51320,1.8,0.63,3.55,71.2,1.61,65.2,7.1,42.96,2.29,59.65,5.41,22.58,9.59,7.64,3.14,86.57,86.82,96.44,82.95,63.99,65.7,166,2.27,1234,5.27,5.27,7.21,12.97,0.61,0.61,0.84,1.51,84.27,1.56,4.04,3.25,2.82,2.85,2.61,91.23,0.88,12.94,4,97.58,90.49,1.08,35.48,1939,0,0.29,388800,500001,500001,111201,721,1001,1001,280,1001,22.5,22.9,11.3,0,0,11.64,54.07,66.53,87.78,94.76,1.7,6079.1,9.17,137.47
"CA",372242,2.58,43.88,32.47,14.76,13.89,12.88,27.02,12.96,10.63,100,27095,72.09,0.58,33.89,23.04,17.81,14.54,31755,14676,23461,10940,13112,10285,8537,18.82,11.96,25.61,27.18,9.38,56.97,10.64,29.33,12.13,31.92,13.22,42.43,17.89,15.68,3.28,52.13,48.42,61.57,56.68,53.85,61.43,26451,10.31,73524,18.96,30.47,44.08,58.99,3.75,6.02,8.71,11.65,72.71,8.74,10.39,6.15,2.52,2.7,2.4,44.5,12.23,69.72,2,93.4,41.62,10.49,32.73,1947,4.82,0.86,106700,177400,285800,179100,365,486,617,252,538,30.7,25.3,12.8,431,303,19.75,45.34,48.53,79.89,89.05,58.1,6409.1,18.71,2601.6
"FL",61921,2.25,30.72,67.37,1.14,2.48,16.18,31.84,19.52,18.57,100,18631,65.65,0.35,35.07,37.1,7.76,19.29,24264,11901,14432,6485,10469,8809,11458,22.49,8.81,26.4,16.46,7.89,50.6,8.01,23.7,8.74,23.54,13.27,43.93,16.2,14.77,2.79,49.12,41.09,58.62,41.54,64.39,69.44,3604,7.96,4360,15.57,22.09,27.68,32.52,1.1,1.56,1.95,2.29,91.1,0.95,4.5,2.34,2.1,2.2,2.01,49.1,4.17,70.06,2,85.63,46.85,1.38,23.11,1967,11.11,0.2,45100,63000,88100,43000,264,355,436,172,420,30.4,24.1,13.1,94,18,7.04,33,41.24,67.69,75.79,33.4,1853.5,3.49,2082.86
"CA",96086,3.19,8.54,59.78,17.2,34.61,15.55,29.44,14.49,8.07,100,42481,85.58,0.61,36.51,19.2,7.88,14.11,46081,15862,17714,13873,17871,13918,12532,7.71,6.57,19.41,20.2,4.96,65.85,18.48,20.56,12.95,25.79,8.68,33.47,13.47,11.15,3.51,75.18,69.66,86.47,77.16,59.44,65.64,2571,3.59,24291,14.71,23.3,35.31,46.09,3.72,5.89,8.93,11.65,61.59,5.81,11.38,9.21,3.18,3.25,3.03,68.25,13.19,39.81,3,96.73,66.66,1.57,15.26,1964,1.87,0.29,170500,205000,248300,77800,573,672,792,219,733,29.4,25.2,11.5,0,0,25.28,49.54,49.21,86.6,90.9,16.8,5724.9,3.13,639.59
"CA",50553,2.73,1.37,90.67,5.78,6.69,14.08,26.43,12.45,4.85,100,59458,89.33,0.5,55.48,11.96,2.83,11.76,64486,24812,25089,19410,19812,23598,18337,2.41,1.51,7,37.16,3.06,76.54,16.44,20.59,6.41,37.93,8.8,27.57,12.2,10.53,3.11,83.52,82.85,92.01,81.55,59.88,70.94,196,0.64,3758,10.35,15.7,23.63,29.38,0.77,1.17,1.76,2.18,90.75,0.78,3.06,2.32,2.73,2.91,2.29,74.9,1.73,32.64,3,95.49,70.17,0.34,11.93,1977,0.24,0.07,250200,297200,372400,122200,657,760,942,285,836,26.9,26.4,11.3,0,1,7.43,51.6,41.35,65.55,84.85,16.8,3009.8,1.65,144.9
"CA",28040,2.37,12.36,79.09,5.95,9.66,8.19,21.09,8.71,15.66,100,50468,76.89,1.16,63.53,28.2,4.7,15.74,64560,30130,34463,9519,20710,21376,9446,6.47,4.96,10.33,54.84,3.23,62.37,17.37,36.22,4.44,49.91,10.66,33.5,14.79,12.85,2.93,72.75,68.7,89.41,75.17,63.48,67.51,884,4.96,4492,15.27,21.37,30.32,41.54,2.45,3.42,4.86,6.65,83.25,2.5,5.44,3.15,2.28,2.52,2,59.53,4.73,54.26,2,96.48,53.88,0.93,21.81,1956,0.89,0.33,319000,463600,500001,181001,621,803,1001,380,853,27.6,25.8,11.1,101,18,16.04,39.95,51.37,69.63,87.75,10.4,2689.9,3.66,598.56
"CA",27357,2.43,0.7,92.75,5.04,5,10.95,22.84,10.17,10.83,100,57815,83.06,1.08,61.93,19.54,2.94,13.72,69481,33714,33986,17809,10551,34017,27797,4.65,2.12,6.46,47.89,2.92,69.9,22.58,27.62,4.67,48.78,11.63,30.6,15.58,13.71,2.88,77.64,76.66,84.86,79.12,55.31,64.97,221,1.24,2991,13.07,18.66,24.21,30.83,1.43,2.04,2.65,3.37,87.97,0.89,3.15,2.03,2.37,2.55,2.04,69.24,1.96,42,3,95.36,64.22,4.74,28.05,1964,0.43,0.08,325900,439900,500001,174101,639,800,990,351,849,27.2,25.1,11.4,0,1,10.93,48.96,48.93,81.84,90.79,10.8,2544.4,1.27,268.94
"CA",174820,2.8,9.44,72.66,3.57,20.51,14.31,28.34,13.09,8.18,99.61,32154,79.72,0.91,32.68,20,12.01,12.66,36998,14183,16203,7977,11929,14488,8548,15,8.09,22.23,19.65,7.1,62.05,6.38,24.87,11.56,27.63,11.7,28.75,16.19,14.05,3.26,68.83,65.04,72.06,72.63,51.73,62.77,6512,5.23,13900,13.19,25.21,36.25,48.25,1.05,2,2.88,3.84,82.5,3.44,7.16,5.15,2.75,2.86,2.62,57.28,7.59,48.07,3,94.4,55.12,4.1,20.69,1974,3.9,0.37,72800,91200,117600,44800,319,389,493,174,468,28.4,23,12.4,349,31,7.95,59.87,39.38,78.54,89.73,95.1,1837.3,1.24,974.37
"CA",42655,2.99,2.04,79.17,13.69,13.52,14.79,28.06,13.95,7.06,100,50981,88.31,0.55,48.82,17.98,4.46,15.41,54463,19147,20032,14246,23967,16648,13311,4.46,3.38,12.49,26.62,4.48,71.44,21.49,20.71,9.65,33.49,8.47,31.21,13.74,11.18,3.3,78.17,73.34,90.75,76.71,62.91,72.04,504,1.69,6587,13.3,19.86,30.48,37.73,2.05,3.07,4.71,5.83,78.92,3.58,7.45,5.99,2.98,3.03,2.86,70.66,6.84,32.52,3,97.04,69.41,1.15,17.43,1969,0.77,0.17,202500,252700,316800,114300,619,722,905,286,811,26.7,22.3,11.3,0,0,15.44,49.54,54.34,73.08,90.63,6.9,6221.6,0.58,319.39
"CA",55900,2.31,2.88,84.9,10.44,4.99,10.27,23.58,10.36,13.73,99.36,55333,79.02,0.67,70.39,23.65,3.26,16.09,68790,32489,34296,23305,19393,22879,19337,4.65,1.9,5.27,65.16,2.4,68.21,25.49,38.14,2.82,59.07,9.34,37.46,14.99,12.24,2.84,78.37,77.02,95.63,75.82,61.34,69.06,301,0.88,10097,22.7,31.07,41.37,46.42,4.1,5.61,7.47,8.38,82.47,2.06,2.65,1.66,2.24,2.47,1.95,62.42,2.5,48.74,3,96.1,56.74,2.04,18.74,1955,0.67,0.2,359400,457800,500001,140601,619,825,1001,382,851,25.9,21.6,10.9,13,11,18.06,36.22,51.22,69.24,83.07,24.5,2278.3,2.64,241.21
"CA",20850,4.37,0.49,65.84,5.22,84.57,19.55,36.85,19.42,5.09,100,27074,86.29,0.38,14.85,17.9,15.23,9.78,27157,8043,8582,3516,11980,10476,7183,21.19,39.05,63.37,3.54,11.49,57.83,41.01,10.95,38.36,9,7.18,43.31,10.89,8.95,4.48,71.97,61.45,77.11,73.67,48.95,53.29,1596,9.59,9613,15.22,25.46,36.61,49.52,7.02,11.74,16.88,22.83,22.93,26.89,31.65,27.67,4.33,3.93,4.73,44.42,44.16,65.26,2,98.09,49.04,5.38,40.86,1960,7.27,1.5,129300,162400,189700,60400,403,539,647,244,592,30.7,20,11.4,0,81,46.11,43.96,54.48,88.49,90.81,3,6959.3,4.9,1531.26
"CA",22817,4.34,1.15,30.38,1.76,88.92,19.01,36.96,19.06,3.73,100,22279,81.5,0.63,9.02,13.73,19.2,6.34,22245,5935,7144,6403,6195,8890,5507,27.54,44.2,68.7,2.82,10.24,56.99,36.86,8.88,41.09,6.48,7.58,42.26,13.79,10.66,4.53,66.61,59.29,71.51,71.1,38.27,45.04,1953,11.81,12603,17.7,32.71,43.85,57.95,9.78,18.07,24.22,32.01,14,31.26,32.87,28.06,4.34,3.58,4.49,13.93,54.34,85.51,2,97.14,16.86,2.58,13.55,1964,7.74,1.4,116700,153500,201300,84600,455,560,651,196,599,31.3,24.9,12.9,0,0,55.24,35.12,40.38,83.12,86.03,1.1,20014.9,8.95,1593.54
"CA",16327,2.27,6.01,70.7,19.56,8.11,9.56,23.73,10.12,11.57,100,34836,78.19,0.56,59.66,21.75,3.94,14.16,40527,18158,20214,17108,9093,12484,11871,9.59,2.94,8.15,55.47,2.96,65.62,7.78,46.59,5.32,51.92,10.51,31.57,15.59,13.27,2.84,70.48,69.72,90.25,61.85,61.25,69.43,211,2.38,4112,27.04,41.12,53.5,60.41,6.81,10.36,13.47,15.21,70.5,4.52,2.05,1.24,2.26,2.3,2.23,46.58,5.55,73.97,2,96.3,45.84,1.45,16.3,1945,0.7,0.25,194100,241800,289300,95200,349,608,833,484,660,26,24,11.3,0,0,25.19,42.76,42.34,63.05,81.28,1.8,9255.7,17.5,601.38
"CA",40452,3.18,1.39,81.23,8.24,25.86,16.12,28.36,15.09,10.61,100,47143,83.09,0.56,46.16,26.41,5.31,20.19,50577,16415,17025,11496,15403,14966,13477,3.89,5.46,18.94,17.8,4.57,64.75,23.08,20.26,13.48,25.88,7.09,31.45,10.58,8.89,3.38,83.2,75.14,91.29,83.09,61.34,68.27,514,1.72,6418,12.62,18.11,28.9,37.94,2,2.87,4.59,6.02,74.07,3.7,8.82,7.21,3.06,3.06,3.04,82.53,7.05,22.91,3,95.33,82.43,0.16,6.58,1959,0.75,0.14,180200,209700,241700,61500,568,699,912,344,791,28.5,22.6,11.2,0,0,15.87,53.09,59.81,84.01,93.72,8.1,4974.4,0.77,650.56
"CA",31306,2.83,0.83,91.59,6.48,4.11,13.81,21.1,9.95,7.67,100,74472,87.36,0.5,68.3,16.55,1.7,14.74,78863,31265,31909,27799,19538,24156,26835,2.1,1.15,4.27,48.33,2.41,70.87,12.53,23.08,3.63,45.29,6.75,23.16,10.04,8.44,3.09,87.01,86.84,96.8,83.7,54.73,65.02,111,0.52,2851,4.14,8.21,19.43,25.99,0.38,0.75,1.77,2.37,88.86,0.59,3.3,2.81,2.82,2.85,2.56,88.9,0.78,12.71,4,96.49,87.79,0.5,20.15,1975,0.07,0.13,283800,359200,450000,166200,752,999,1001,249,1001,27.8,26.3,11.3,0,0,9.11,49.55,50.03,70.31,89.16,18.3,1708.1,4.05,25.7
"FL",40091,2.59,3.42,93.05,1.74,41.85,17.11,28.9,18.54,15.59,100,47506,78.77,0.98,56.73,28.72,3.79,13.87,64036,30852,32232,7399,34483,13824,27867,6.47,4.82,10.4,49.12,4.03,59.99,5.7,38.5,2.29,48.86,8.04,39.6,13.13,10.74,2.93,79.7,76.81,88.7,79.57,50.27,60.42,277,1.16,14275,11.31,16.45,21.18,27.36,4.03,5.86,7.54,9.74,51.8,6.93,4.25,2.66,2.33,2.58,1.89,70.47,6.32,50.96,2,93.35,63.61,2.45,28.79,1956,1.25,0.04,153100,223500,350700,197600,404,476,604,200,540,27.2,22.2,13.3,0,0,35.61,21.83,45.18,72.92,77.58,12.3,3272.2,3.11,974.36
"CA",37120,3.04,1.06,47.96,32.45,36.29,13.77,28.64,14.2,11.71,100,32559,77.74,0.51,37.06,23.06,11.63,12.92,35991,13733,17313,11260,14945,10702,10416,15.17,14.87,29.14,21.79,6.15,59.54,16.25,21.07,13.28,25.09,7.95,35.83,12,10.09,3.47,73.05,69.01,76.13,80.23,53.92,60.21,964,3.61,15840,20.21,30.51,43.53,56.89,8.62,13.02,18.57,24.28,41.72,17.14,12.4,9.19,3,2.97,3.02,48.09,21.14,67.48,2,95.92,48.49,1.92,24.42,1954,2.04,0.46,184600,251600,335800,151200,501,620,734,233,672,30.1,25.7,11.5,0,0,42.67,40.75,44.59,82.46,84.95,4.3,8664.8,4.86,822.57
"CA",41958,2.48,1.9,88.68,5.11,9.42,23.32,47.67,34.93,10.54,100,25982,79.88,1.46,52.21,22.18,4.81,15.36,39769,14760,15394,8508,12730,11645,8741,27.39,3.79,11.01,34.88,5.68,57.13,6.26,30.07,7.97,30.38,6.73,58.58,11.3,8.96,2.82,70.76,70.13,86.71,70.98,60.97,70.33,335,1.7,3616,17.39,28.62,37,43.67,1.5,2.47,3.19,3.76,87.68,1.64,3.51,2.18,2.39,2.38,2.4,43.88,6.45,61.66,2,94.83,44.07,0.43,18.81,1969,1.64,0.35,196400,241100,303800,107400,425,546,761,336,599,35.1,26.2,10.8,116,1,8.62,59.95,29.02,53.42,91.05,9.6,4363.4,2.03,589.98
"FL",28564,2.27,14.91,80.51,0.88,15.71,10.04,23.5,10.99,19.9,100,21665,66.24,0,38.37,38.38,4.46,18.47,25010,12130,13541,6190,9748,8723,7767,17.08,14.15,32.9,12.51,5.64,55.43,6.16,22.25,11.21,17.85,15.11,31.75,15.33,15.22,2.88,62.69,57.78,60.93,64.64,60.57,65.87,1201,5.82,5824,15.13,29.14,41.69,55.48,3.08,5.94,8.5,11.31,71.53,8.17,5.75,3.23,2.21,2.2,2.22,55.33,7.78,78.33,2,80.38,55.57,3.46,29.74,1962,7.87,0.29,52100,66900,88300,36200,327,387,450,123,453,29.3,24,12.7,0,23,20.39,20.17,42.8,74.38,78.35,5.8,4911.3,2.12,1680.3
"CA",85571,2.49,2.24,77.75,2.33,31.46,11.83,28.99,14.97,13.5,100,33667,75.02,1.26,48.54,27.32,6.01,14.9,40912,18934,21781,11372,12656,15436,8412,12.68,10.13,20.9,33.12,4.6,65.45,11.42,27.61,8.46,31.04,11.21,40.82,15.94,13.64,3.04,69.29,63.88,81.66,71.12,62.21,68.78,1962,3.72,19281,22.05,32.7,42.22,51.44,4.97,7.37,9.51,11.59,69.74,9.09,9.23,5.22,2.41,2.5,2.35,43.68,10.61,67.49,2,94.82,42.17,0.53,17.52,1959,2.54,0.81,267500,346900,468300,200800,532,670,897,365,715,31.9,27.9,11.1,314,46,22.53,42.42,41.54,74.17,85.6,19.6,4371.2,3.95,779.72
"CA",25494,3.35,1.55,78.88,6.63,22.02,12.66,26.08,10.6,3.58,100,60368,91.42,1.05,43.57,10.3,3.37,8.55,62131,19183,20528,21398,19008,20585,11445,4.29,6.97,14.67,28.42,3.58,76.51,24.04,16.8,10.38,34.67,6.93,25.36,9.19,8.04,3.57,88.3,84.09,95.25,91.02,59.5,67.88,263,1.8,3914,11.5,19.93,30.07,37.23,1.77,3.06,4.62,5.72,75.29,5.43,9.12,7.78,3.34,3.31,3.45,79.5,8.53,22.8,3,96.29,80.15,0,12.24,1984,0.92,0.47,215400,276800,350200,134800,728,866,995,267,911,28.3,30.5,12.6,0,0,15.35,54.22,28.32,62.25,87.86,12.7,2007.4,0.23,236.6
"CA",42355,4.58,0.53,38.18,1.29,87.53,20.41,36.99,18.83,3.79,100,23819,85.24,0.38,10.17,13.89,15.54,8.47,23308,6125,6998,5121,4385,4820,5672,26.08,48.23,73.66,1.72,13.37,56.22,35.96,9.99,41.63,6.87,6.26,44.16,12.46,9.28,4.64,68.79,61.95,77.71,73.79,43.06,47.29,2987,9.09,22068,17.75,28.62,36.92,49.17,9.25,14.91,19.24,25.62,16.25,30.37,34.87,30.87,4.52,4.21,4.61,20.98,59.49,85.9,2,96.84,22.52,2.65,23.18,1960,10.34,0.89,127000,165200,214400,87400,450,542,638,188,605,32.3,29.7,11.7,0,0,52.1,38.62,41.95,86.67,88.58,2.6,16265.4,6.68,1313.17
"CA",53691,3.08,0.95,78.23,17.73,8.11,16.68,29.12,15.57,6.56,100,56255,87.35,1.07,55.22,15.16,4.66,13.08,60350,20699,21973,21896,16545,16238,14950,3.54,3.83,11.27,31.33,3.96,70.72,21.5,20.27,7.13,37.17,7.67,33.47,11.67,9.69,3.37,82.26,78.73,93.4,83.18,57.18,68.02,520,1.39,10439,10.59,20.26,28.77,40.26,2.06,3.94,5.59,7.83,76.26,4.14,7.91,6.43,3.07,3.18,2.73,77.87,5.68,25.83,3,96.6,75.15,0.16,13.56,1971,0.27,0.12,244000,287000,354200,110200,703,846,1001,298,893,28.5,22.3,11.8,0,3,19.44,43.27,56.39,81.78,89.24,9.2,5813.2,0.95,270.88
"FL",14716,2.74,29.48,68.08,0.6,3.41,15.09,26.32,13.42,15.36,0,25751,72.83,1.81,31.16,34.29,8.94,20.08,30456,11356,13539,6749,6938,6647,7663,16.42,13.34,33.43,12.03,6.16,53.65,17.3,22.68,17.71,20.84,12.66,28.54,16.12,14.47,3.07,61.62,51.77,62.34,67.42,64.11,73.03,719,5.45,438,9.59,20.55,32.42,38.58,0.29,0.61,0.96,1.15,93.5,1.29,5.17,3.77,2.59,2.55,2.66,66.41,6.68,46.58,3,91.28,67.38,2.93,30.27,1962,11.64,0.92,38700,51400,70100,31400,174,263,336,162,346,25.4,16.6,11.5,0,0,2.98,58.32,56.46,86.11,93.04,8.9,1653.5,0.49,1517.44
"CA",31487,3.31,1.2,68.17,4.01,47.27,16.13,29.6,13.79,6.68,0,40955,84.07,1.17,34.75,18.53,12.12,11.92,44133,14241,16300,13170,29142,16256,8805,12.9,15.88,31.55,16.18,7.82,66.25,20.39,19.3,17.93,22.37,9.16,32.67,13.93,11.57,3.61,73.32,68.79,83.17,71.85,62.97,68.1,853,3.64,4883,14.46,25.29,34.98,42.72,2.24,3.92,5.42,6.62,63.37,7.91,12.41,10.04,3.27,3.19,3.36,55.58,14.19,43.51,3,97.39,56.81,1.57,20.78,1975,5.01,0.35,191200,243300,290500,99300,431,604,734,303,659,29.4,27.2,11.5,94,2,15.51,59.99,45.86,82.06,91.85,10.6,2962.6,1.37,790.2
"FL",42985,2.27,3.74,93.09,1.47,7.68,9.52,20.56,9.51,28.46,100,28465,62.64,0.2,44.95,46.24,3.14,21.06,35153,14897,15155,10299,17262,12721,10315,7.72,7.15,25.43,12.26,5.29,52.49,11.75,16.21,10.79,21.43,8.81,21.22,10.48,9.71,2.75,77.51,74.62,87.41,78.33,65.45,74.31,556,1.63,5830,11.08,17.8,20.86,28.35,1.5,2.41,2.83,3.85,83.69,2.46,3.11,2.08,2.26,2.26,2.26,78.26,2.67,69.64,2,87.45,78.25,0.52,29.89,1976,1.46,0.3,67300,83000,99900,32600,461,538,662,201,627,28.2,23,13.6,0,0,13.56,15.74,51.34,77.11,81.07,9.2,4692.7,0.9,373.65
"CA",32503,3.1,5,82.24,8.51,10.26,22.42,32.35,21.82,10.52,100,53479,81.23,1.04,58.89,22.89,3.36,19.64,62203,22161,23521,20713,22294,14436,12466,5.28,1.94,7.2,51.18,4.22,62.63,12.07,44.32,5.14,46.3,6.06,40.02,10.79,8.53,3.13,81.18,76.48,93.07,80.53,54.18,72.08,314,1.58,3961,11.03,20.27,32.19,38.12,1.34,2.47,3.92,4.65,82.58,1.41,4.9,3.64,2.68,2.87,2.26,74.63,3.12,32.73,3,96.69,69.81,2.23,25.07,1964,0.93,0.29,185200,253900,333400,148200,523,631,802,279,702,28.6,22.6,10.5,0,0,12.19,43.01,48.71,73.31,84.79,11.4,2850.1,0.72,358.64
"CA",10762,2.32,0.85,91.74,5.1,9.76,8.79,20.17,8.56,13.45,100,46502,78.97,1.7,56.88,24.66,3.39,14.38,56668,24947,24890,20891,16120,31842,14719,5.24,2.85,8.03,39.91,2.43,67.43,10.33,37.32,4.85,46.94,10.93,30.29,14.96,13.05,2.9,75.04,75.34,89.73,69.84,53.06,63.85,60,0.87,956,10.67,19.56,24.06,26.46,0.95,1.74,2.14,2.35,88.54,1.22,3.08,1.94,2.3,2.53,1.92,67.26,2.38,52.05,2,95.09,60.9,1.67,39.75,1953,1.04,0.51,264000,357300,481200,217200,502,640,794,292,692,24.6,23.9,11.4,0,0,8.88,54.34,56.52,89.29,93.27,3.1,3458.2,1.69,138.54
"FL",13268,2.6,1.88,92.57,1.97,41.82,11.12,22.18,10.04,13.94,100,31461,79.94,0.6,42.04,25.66,3.84,17.5,38874,15394,15810,9460,19905,9437,11157,9.75,8.87,22.84,19.37,6.54,62.6,9.27,20.7,7.95,27.67,12.79,26.6,15.08,14,3.09,73.85,70.93,89.23,83.2,63.87,70.85,98,1.13,4449,17.15,25.65,30.73,43.36,5.75,8.6,10.3,14.54,54.12,10.34,5.48,3.77,2.55,2.67,2.33,66.7,11.7,55.77,2,95.36,63.55,0.81,22.98,1956,4.38,2.06,84500,103700,133700,49200,368,423,503,135,491,29.1,23.6,12.6,0,0,33.53,27.86,48.26,79.77,82.01,3,4364.5,2.91,950.27
"CA",16839,3.48,0.11,47.7,2.48,72.86,17.14,30.54,15.13,9.22,0,24470,77.19,1.78,24.03,27.39,18.31,11.75,26185,8461,10729,5071,9034,14810,6455,21.04,34.08,50.77,6.69,15.72,55.32,18.17,15.84,25.55,14.71,7.14,33.38,12.32,9.8,3.76,70.65,64.16,70.94,78.15,59.62,68.18,839,5.65,3965,13.77,26.91,34.65,47.57,3.24,6.34,8.16,11.2,41.77,18.13,16.06,13.53,3.46,3.3,3.66,53.59,23.46,52.07,2,98.05,56.19,5.21,38.54,1967,6.68,1.03,56500,69500,87200,30700,243,325,388,145,404,28,23.8,12.2,0,0,23.55,57.15,54.42,90.11,94.02,4.8,3528.7,0,754.26
"CA",31585,2.43,1.4,89.31,6.98,6.65,10.27,24.1,10.07,10.55,100,46885,81.66,0.6,54.34,20.94,3.48,16.51,53641,21950,22457,21723,14713,18600,17071,3.63,2.42,7.6,35.36,3.2,70.91,9.82,24.08,5.52,39.24,11.81,30.31,15.96,13.96,2.93,78.37,76.69,91.43,79.15,62.99,72.29,190,0.92,3461,13.72,20.17,29.85,36.15,1.5,2.21,3.27,3.96,87.53,1.55,2.84,1.83,2.39,2.59,2.08,67.12,2.34,41.43,3,95.25,62.17,1.39,9.71,1968,0.53,0.04,185100,229400,288400,103300,574,696,896,322,759,27.9,25.9,11.5,3,22,10.96,52.54,45.39,70.64,87.27,7,4489.1,10.45,534.69
"CA",31384,3.26,4.49,59.96,2.5,65.26,17.31,29.41,13.77,7.26,0,25147,76.78,1.43,21.64,22.16,16.87,12.04,28727,9898,12234,7638,8813,10858,6357,23.25,23.25,40.47,13.52,13.9,52.69,6.82,26.8,12.79,26.17,8.69,30.42,13.73,11.32,3.69,71.46,66.91,73.54,77.51,45.62,54.55,1131,4.43,9171,13.76,20.83,27.36,34.07,4.02,6.09,7.99,9.96,37.08,15,12.61,9.9,3.21,3.31,3.09,54.23,21.55,56.04,2,94.63,52.54,2.56,28.15,1971,5.57,0.38,63600,79100,98500,34900,257,350,443,186,431,31.1,21.4,12,53,0,29.22,49.48,47.88,78.47,88.36,6.5,4849.2,0.6,690.81
"CA",37670,2.82,5.21,76.28,13.63,13.54,12.25,25.31,11.47,6.95,100,47533,87.27,0.5,45.94,17.45,5.27,13.55,52161,18553,19583,14550,17285,15490,14932,4.52,3.42,13.45,22.81,3.35,73.39,7.56,21.95,9.42,27.96,9.65,31.32,13.77,11.75,3.24,77.69,73.76,88.62,79.48,64.01,75.09,571,2.36,5527,8.3,12.63,22.92,32.5,1.22,1.85,3.36,4.77,80.34,1.9,6.49,4.78,2.81,2.97,2.5,70.48,6.23,37.13,3,97.09,66.72,1.25,17.5,1963,0.76,0.26,223900,266800,314100,90200,640,749,924,284,839,28.2,25.3,11.7,3,0,14.67,59.21,55.34,76.23,92.43,13.1,2877.3,8.6,619.57
"CA",37649,3.01,7.85,70.52,5.42,26.83,12.41,27.18,11.59,7.86,100,31702,79.69,0.97,35.24,20.36,11.15,17.83,35321,13384,14655,17088,9983,10533,8647,15.07,8.98,21.56,14.22,7.34,58.67,16.04,18.09,12.66,21.47,13.2,31.24,16.55,14.78,3.28,69.23,65.94,75.68,69.62,54.79,64.36,1288,4.9,5057,23.12,30.93,37.83,50.07,3.1,4.15,5.08,6.73,77.2,6.6,8.45,6.13,2.81,2.75,2.88,50.72,10.88,50.63,2,94.29,51.86,0.26,17.17,1969,4.54,0.35,122500,144600,172100,49600,377,463,579,202,514,28.7,24.3,11.6,21,119,13.43,46.28,35.92,74,84.82,11.6,3233.3,0.41,467.36
"CA",49847,2.75,23.5,32.16,33.23,23.08,12.44,27.8,13.22,9.81,100,33063,83.08,0.48,33.5,21.51,7.97,12.46,37096,14601,14848,14587,9638,16252,9166,9.78,10.13,26.64,16.47,5.88,65.08,26.66,17.03,14.75,22.23,10.53,37.21,15.35,12.99,3.26,66.85,62.14,78.97,69.06,63.01,67.59,2100,6.01,14567,16.46,26.82,41.39,53.7,4.81,7.84,12.1,15.69,57.92,10.36,8.45,5.85,2.7,2.71,2.69,46.79,17.7,69.6,2,95.21,46.62,0.99,11.96,1959,2.46,0.59,165700,200200,244500,78800,497,592,699,202,646,28.5,21.7,10.9,0,0,29.22,41.82,53.58,87.43,90.1,5.5,9109.5,3.69,2037.32
"CA",35303,2.75,2.01,87.1,8.99,5.85,14.1,26.5,12.01,4.06,100,63607,92.19,0.69,55.58,9.64,1.76,9.53,68739,25196,25806,25648,22307,18770,21065,1.75,1.15,4.62,42.86,2.77,78.7,14.35,18.85,4.6,40.29,8.81,27.91,12.25,10.55,3.18,84.96,84.35,94.73,85.83,58.34,70,199,1.01,3550,11.69,18.06,23.13,33.07,1.18,1.82,2.33,3.33,87.87,1.53,3.64,2.69,2.75,3,2.19,75.47,1.67,32.33,3,94.93,69.16,0.15,9.04,1981,0.12,0.12,255600,316500,389700,134100,727,861,1001,274,903,25.5,28.1,12.1,0,0,10.06,49.99,38.79,57.39,82.56,11.8,2992.8,1.9,79.79
