"Name","State","Schooltype","All.test.std","App.accept","Acc.Rate","Pct.Yield","Total.students","Student.Faculty","Grad.rate","Pct.fac.degree","In.Tuition","Room.board"
"North Carolina State University at Raleigh","NC",1,0.66076531,7064,66.42843709,44.9603624,21986,17.5,62,98,874,6540
"University of North Carolina at Chapel Hill","NC",1,1.047092818,5985,41.00438476,55.65580618,15709,8.9,83,93,874,4200
"University of North Carolina at Charlotte","NC",1,-0.480005545,4441,76.52938135,38.95519027,13354,16.8,62,91,764,3109
"University of North Carolina at Greensboro","NC",1,-0.22778796,4134,79.63783471,36.28447025,9379,15.5,53,94,931,3505
"Wake Forest University","NC",2,2.04381779,2392,42.25401872,37.75083612,3671,4.3,89,97,13850,4360
"Warren Wilson College","NC",2,0.2280785,311,70.68181818,36.01286174,473,11.4,63,75,10000,3052
"Western Carolina University","NC",1,-0.915450925,2519,78.13275434,41.96109567,5706,14.6,55,78,718,2380
"University of North Carolina at Wilmington","NC",1,-0.44523607,3856,63.51507165,37.57780083,7780,19.1,55,85,1492,3680
"Wingate College","NC",2,-0.609604787,1017,82.08232446,37.65978368,1364,13.9,91,81,7820,3400
"Winston-Salem State University","NC",2,-1.634020091,801,75.21126761,48.06491885,2817,13.5,46,77,1254,2762
"Dickinson State University","ND",1,-0.500426626,412,94.93087558,77.42718447,1613,16.5,46,64,1681,2146
"Jamestown College","ND",2,-0.110594895,410,86.86440678,63.90243902,10021,17,54,53,7620,3050
"University of Mary","ND",2,-0.500426626,601,91.19878604,56.90515807,1758,18,48,36,6490,2660
"Mayville State University","ND",1,-0.890258356,233,100,65.66523605,716,15.7,51,68,1680,2516
"University of North Dakota","ND",1,0.195708541,2249,80.98667627,73.45486883,9769,15.9,49,97,2110,2703
"North Dakota State University","ND",1,0.350239545,2297,77.39218329,70.0914236,8496,17,42,83,2310,2744
"Chadron State College","NE",1,-0.500426626,1024,100,53.41796875,2320,25,80,62,1575,2668
"Creighton University","NE",2,1.058900296,2836,95.58476576,30.88857546,4094,6.5,85,90,10628,4372
"Dana College","NE",2,-0.110594895,482,95.63492063,38.38174274,634,12.6,54,51,9130,3322
"Doane College","NE",2,0.279236835,709,89.407314,34.41466855,1433,15.1,60,72,9570,3000
"Hastings College","NE",2,0.279236835,708,86.65850673,37.00564972,972,13,52,63,9376,3272
"University of Nebraska at Kearney","NE",1,-0.500426626,2697,95.06520973,52.5398591,6940,19,55,62,1665,2630
"Peru State College","NE",1,-0.890258356,501,71.46932953,91.41716567,1416,20.1,44,100,1432,2624
"University of Nebraska at Lincoln","NE",1,-0.153738327,6003,95.63485742,58.73729802,19625,15.1,53,92,2055,3145
"Wayne State College","NE",1,-0.890258356,1373,100,52.73124545,3228,20.3,52,68,1500,2660
"Colby-Sawyer College","NH",2,-0.841042239,776,85.27472527,26.80412371,658,12.9,72,75,14090,5395
"Dartmouth College","NH",2,2.576949752,2273,26.47024572,47.82226133,3950,4.7,98,99,19545,6070
"Franklin Pierce College","NH",2,-1.224512932,4471,86.19625988,9.975397003,3015,17.6,51,56,13320,4630
"New Hampshire College","NH",2,-1.309504984,1275,85.11348465,22.90196078,4530,38.4,76,54,10608,4740
"Notre Dame College","NH",2,-1.317231534,324,85.48812665,33.02469136,811,12.1,33,47,9990,4900
"Rivier College","NH",2,-1.008169527,386,79.75206612,36.52849741,1786,12.2,81,59,9870,4860
"Saint Anselm College","NH",2,0.058094396,1553,74.12887828,33.09723117,1967,14.5,97,82,12950,5400
"University of New Hampshire","NH",1,0.20489885,7640,78.35897436,33.10209424,11696,17.5,75,87,3550,3862
"Keene State College","NH",1,-0.760919922,2446,78.37231657,33.60588716,4256,16.1,61,73,2590,4157
"Daniel Webster College","NH",2,-0.444131365,508,86.83760684,30.11811024,996,22.2,72,61,12292,4934
"Thomas More Coll. of Liberal Arts","NH",2,0.840516427,35,100,62.85714286,59,11.8,60,80,7200,5200
"Caldwell College","NJ",2,-0.513670316,604,59.74282888,35.26490066,1561,13.9,55,96,8900,4600
"Centenary College","NJ",2,-0.699853172,312,84.55284553,28.84615385,922,9.5,24,85,11400,5400
"College of Saint Elizabeth","NJ",2,-0.274147261,359,80.85585586,33.98328691,1461,11.4,78,70,10900,5250
"Drew University","NJ",2,1.56477168,1580,73.38597306,20.3164557,1279,10.2,83,97,18432,5616
"Georgian Court College","NJ",2,-0.544576517,281,80.74712644,45.19572954,1880,12.2,76,59,9150,3950
"Rowan College of New Jersey","NJ",1,0.019461645,1431,37.46073298,48.56743536,9245,22.1,51,81,2342,4830
"Jersey City State College","NJ",1,-1.12406778,1423,48.12309773,48.55938159,5211,14.9,26,67,2798,4800
"Monmouth College","NJ",2,-0.397772064,1881,69.48651644,25.41201489,2740,14.2,54,85,12480,5290
"Montclair State University","NJ",1,-0.521396866,2128,40.76628352,40.64849624,9597,21.5,58,87,2400,4834
"New Jersey Institute of Technology","NJ",1,0.622132559,1216,64.71527408,39.72039474,4957,13.5,72,98,4188,5376
"Kean College of New Jersey","NJ",1,-0.815005773,2322,69.43779904,47.58828596,10737,17.2,40,85,1965,3840
"William Paterson College of New Jersey","NJ",1,-0.560029617,2662,48.53236098,41.62283997,8236,23.5,38,78,2385,4170
"Princeton University","NJ",2,2.855105558,2042,15.44863066,56.46425073,4686,8.4,99,96,19900,5910
"Rider University","NJ",2,-0.351412763,2424,67.59620747,30.11551155,4057,12.3,70,92,13250,5420
"Rutgers State University at Newark","NJ",1,0.019461645,2690,46.49956785,18.55018587,5891,17.4,58,95,3640,4748
"Seton Hall University","NJ",2,-0.366865863,3565,77.90646853,28.05049088,5914,14.4,64,84,12000,6484
"Saint Peters College","NJ",2,-1.379043935,1413,87.98256538,37.50884643,3075,12.1,53,78,9408,5520
"Stevens Institute of Technology","NJ",2,1.448873427,1249,70.64479638,30.42433947,1274,19,79,89,16900,5680
"Trenton State College","NJ",1,0.969827316,2312,45.85481952,40.83044983,6069,14.4,81,87,3116,5411
"Upsala College","NJ",2,-1.355864285,1363,88.50649351,32.7219369,1164,14,43,88,12500,5260
"Rutgers State University at Camden","NJ",1,0.374882953,1752,52.04991087,13.24200913,3885,18.6,57,95,3641,4748
"Rutgers at New Brunswick","NJ",1,0.938921116,26330,54.74695388,17.16672997,25113,19.5,77,95,3640,4748
"Fairleigh Dickinson University","NJ",2,-0.467311015,1616,51.33418043,31.18811881,6705,16.7,60,87,11010,5400
"Ramapo College of New Jersey","NJ",1,-0.119616258,957,45.83333333,37.82654127,4683,17.8,47,95,3227,4860
"Stockton College of New Jersey","NJ",1,0.428968805,1579,39.28838019,44.96516783,5130,19.5,64,92,2288,4351
"Saint Johns College","NM",2,1.638173906,246,86.31578947,51.2195122,411,9.8,61,89,17430,5720
"College of Santa Fe","NM",2,-0.333201092,447,81.86813187,42.28187919,1556,14,80,74,11138,4138
"College of the Southwest","NM",2,-1.163446182,61,79.22077922,44.26229508,499,14.3,20,35,3120,3382
"New Mexico Highlands University","NM",1,-2.059753548,649,83.52638353,62.5577812,2014,17.4,28,78,1392,2380
"New Mexico Institute of Mining and Tech.","NM",1,1.448732026,601,76.36594663,38.7687188,1428,13.7,34,100,1302,3214
"New Mexico State University","NM",1,-0.110594895,3200,77.68875941,51.96875,13154,19.6,40,76,1980,3148
"Western New Mexico University","NM",1,-2.059753548,1054,100,44.59203036,2016,15.5,47,55,1394,2260
"Univ. of New Mexico-Main Campus","NM",1,-0.134421952,3349,86.51511237,56.4646163,17521,14.3,34,88,1884,3516
"University of Nevada at Reno","NV",1,-0.308269331,2409,83.9958159,63.26276463,8855,15.4,54,80,1740,4560
"Sierra Nevada College","NV",2,-0.966778206,160,80,62.5,350,7.5,29,45,7500,4500
"Adelphi University","NY",2,-0.22006141,1924,88.01463861,26.61122661,3910,12.2,56,30,12280,6450
"Dowling College","NY",2,-1.396994798,829,81.99802176,49.45717732,3517,12.4,42,78,9000,3100
"Alfred University","NY",2,1.11663177,1425,82.27482679,33.12280702,1940,11.3,73,88,16548,5406
"Bard College","NY",2,1.889286787,838,43.87434555,34.00954654,1019,10.4,79,98,19264,6206
"Canisius College","NY",2,-0.23551451,2193,76.86645636,34.33652531,3412,14.6,64,92,10750,5340
"CUNY-Brooklyn College","NY",1,-0.536849967,2992,83.36584007,45.68850267,11594,15.6,43,100,2450,4630.22556945327
"CUNY - City College","NY",1,-0.714560621,2747,72.51847941,46.19585002,11700,12.8,34,88,2450,4564.52929221118
"CUNY-Hunter College","NY",1,-1.085435029,3212,51.89852965,44.14694894,14087,14.1,39,62,2450,4455.36518011949
"CUNY - Queens College","NY",1,-0.606388918,3627,77.48344371,48.2216708,14461,12.5,46,100,2650,4748.40287899869
"Clarkson University","NY",2,1.11663177,1953,89.83440662,28.52022529,2385,15.8,77,95,15960,5580
"Colgate University","NY",2,1.693941168,2492,51.31795717,29.17335474,2674,10.5,93,98,19510,5565
"College of Mount St. Vincent","NY",2,-0.082447265,648,68.49894292,27.31481481,1139,11.9,83,77,11790,5770
"College of Saint Rose","NY",2,0.23580505,664,67.54832146,37.5,2592,14.3,64,71,9990,5666
"Columbia University","NY",2,2.430145299,1930,28.56719953,45.12953368,3431,5.9,99,98,18624,6664
"Barnard College","NY",2,1.812021285,1402,56.16987179,37.87446505,2190,10.3,91,93,17926,8124
"Concordia College","NY",2,-0.645021669,198,65.34653465,51.01010101,596,9.5,53,55,9370,4330
"Cornell University","NY",2,2.275614295,7171,37.29651012,45.82345558,13072,6.9,93,91,19000,6238
"DYouville College","NY",2,-0.26191003,619,71.47806005,25.3634895,1410,14.6,46,68,8920,4310
"Elmira College","NY",2,0.037314263,1045,71.72271791,33.01435407,1611,21.5,64,98,14990,4980
"Fordham University","NY",2,0.428968805,2874,68.42857143,32.77661795,6386,14.4,80,97,14235,6965
"Hamilton College","NY",2,1.054819368,1783,56.78343949,25.46270331,1670,9.6,91,96,19700,5050
"Hartwick College","NY",2,0.203435091,1725,82.81325012,24.92753623,1531,12.3,73,87,17480,4780
"Hobart and William Smith Colleges","NY",2,0.807569763,2081,77.41815476,24.02691014,1797,12.1,79,99,19029,5841
"Hofstra University","NY",2,0.429257157,5860,78.8906839,23.02047782,7884,13.9,60,90,11600,5920
"Houghton College","NY",2,0.556745235,786,82.82402529,38.42239186,1236,15,67,90,9990,3550
"Iona College","NY",2,-1.097770506,3530,72.15862633,25.86402266,5352,16,66,83,10690,6790
"Ithaca College","NY",2,0.459875005,5526,76.12618818,24.75570033,5778,11.5,75,79,14424,6192
"Keuka College","NY",2,-0.207824179,381,82.64642082,45.66929134,793,13.3,51,94,9600,4550
"Le Moyne College","NY",2,0.112180248,1199,81.56462585,35.44620517,2378,13.3,94,92,11040,4840
"Manhattan College","NY",2,0.158539549,1730,71.13486842,32.5433526,2832,13.6,79,92,12370,6800
"Manhattanville College","NY",2,0.297617452,750,77.96257796,28.26666667,980,11.3,70,97,14700,6550
"Marist College","NY",2,0.546907521,3171,67.02599873,26.17470829,4215,17.6,69,81,10700,5925
"Marymount College Tarrytown","NY",2,-0.536849967,327,68.41004184,35.77981651,1101,10.3,77,93,11510,6450
"Marymount Manhattan College","NY",2,0.236093403,535,76.97841727,44.6728972,1773,11.7,68,76,10200,7000
"Molloy College","NY",2,-0.637295119,401,83.36798337,46.13466334,1981,9.7,80,40,8800,4672.74481726758
"Mount Saint Mary College","NY",2,-0.970282428,695,59.4017094,34.24460432,1599,15.3,88,75,7470,4600
"Nazareth College of Rochester","NY",2,0.521975759,798,84.26610348,33.33333333,1745,13.6,61,93,10850,5150
"New York University","NY",2,1.240256572,7244,53.28821539,34.58034235,15222,7.8,71,98,17748,7262
"Niagara University","NY",2,-0.44799464,1796,80.9009009,26.00222717,2253,14.2,65,100,10320,4762
"Nyack College","NY",2,-0.561134322,283,61.52173913,56.53710247,542,11.6,55,35,7950,3810
"Pace University","NY",2,-0.21233486,3750,45.42151163,40.58666667,10188,13.8,62,95,11100,5160
"Polytechnic University","NY",2,0.962100766,847,74.82332155,35.65525384,1593,10.4,62,90,16200,4200
"Pratt Institute","NY",2,-0.274147261,903,76.46062659,32.33665559,1788,10.8,58,92,13975,6740
"Rensselaer Polytechnic Institute","NY",2,1.904310134,4165,83.36669335,22.4729892,4307,15.4,70,98,17475,5976
"Roberts Wesleyan College","NY",2,-0.321611267,422,91.93899782,50.23696682,1039,13.4,46,49,10220,3546
"Rochester Institute of Technology","NY",2,1.070201768,3798,80.73979592,36.36124276,9754,10.8,68,78,13968,5670
"Sarah Lawrence College","NY",2,1.271162773,768,55.65217391,34.24479167,1105,6.1,83,93,19300,6694
"Skidmore College","NY",2,0.933235029,2728,63.54530631,21.66422287,2585,12.7,81,92,18710,5970
"Siena College","NY",2,0.587651436,1932,65.24822695,32.50517598,3285,14.1,100,82,10800,5100
"St. Bonaventure University","NY",2,0.635762848,1313,88.17998657,28.56054836,1819,17.7,78,91,10456,4927
"St. John Fisher College","NY",2,-0.037840075,1064,77.77777778,33.27067669,2364,14.5,66,81,10570,5600
"St. Johns University","NY",2,-0.413225164,2836,36.47588424,85.0493653,13537,29.3,65,90,9400,5283.08606047544
"St. Josephs College","NY",2,-0.904606752,512,72.41867044,43.359375,3183,13.6,74,52,7350,4648.46950873016
"St. Lawrence University","NY",2,0.753483912,1820,66.10969851,27.74725275,1846,11.5,85,94,18720,5730
"St. Thomas Aquinas College","NY",2,-1.239966032,609,70.73170732,35.30377668,1932,16.1,67,73,8650,5700
"SUNY at Albany","NY",1,0.776663562,9198,67.99231224,20.03696456,11399,17.4,74,96,2650,4355
"SUNY at Binghamton","NY",1,1.35222085,6166,42.6329254,28.49497243,9215,18,80,100,2650,4598
"SUNY at Stony Brook","NY",1,0.158539549,6969,55.69852941,24.73812599,11095,10.5,57,96,2650,4712
"SUNY College  at Brockport","NY",1,-0.184644528,3564,48.86207842,25.3647587,7121,19,49,83,2650,4460
"SUNY College at Buffalo","NY",1,-0.938630576,3515,66.0962768,29.16073969,9717,18.7,42,78,2650,4040
"SUNY College at Cortland","NY",1,0.13389614,3519,44.61206897,29.44018187,5357,17.8,53,85,2650,4680
"SUNY College at Fredonia","NY",1,0.184118716,2798,57.37133484,29.09220872,4421,16.3,66,90,2650,4420
"SUNY College at Geneseo","NY",1,1.356084125,4562,53.0588509,25.05480053,5206,19.1,76,84,2650,4170
"SUNY College at New Paltz","NY",1,0.452436808,3609,42.96940112,18.17678027,6136,15.3,53,93,2650,4240
"SUNY College at Oneonta","NY",1,-0.107379026,4350,58,20.04597701,5110,17.1,60,70,2650,4952
"SUNY College  at Oswego","NY",1,0.506522659,4556,56.95,32.1334504,7812,22,63,85,2650,4810
"SUNY College at Plattsburgh","NY",1,-0.076472826,3583,64.57019283,23.80686575,5479,17.9,65,90,2650,4176
"SUNY College at Potsdam","NY",1,0.350239545,2289,72.66666667,28.39667977,3832,15.1,59,75,2650,4660
"Syracuse University","NY",2,0.768937012,7260,69.29464541,33.63636364,10259,11.3,67,84,15150,6870
"Utica College of Syracuse University","NY",2,0.911448437,978,76.5258216,26.17586912,2323,12.3,65,96,12680,4924
"Union College","NY",2,2.228395487,1712,48.98426323,30.8411215,2038,11.5,88,96,18732,6204
"University of Rochester","NY",2,1.193897271,5498,62.71959845,22.60822117,5509,5.9,80,99,17840,6582
"Vassar College","NY",2,1.856198722,1877,52.87323944,34.78955781,2241,9.7,90,98,18920,5950
"Wagner College","NY",2,0.034914746,1015,71.68079096,41.08374384,1441,13.2,75,78,13500,5800
"Wells College","NY",2,0.699686413,240,75.47169811,54.16666667,435,8.3,69,98,14900,5550
"Yeshiva University","NY",2,1.456599977,857,85.52894212,70.7117853,1990,5.2,63,90,12584,4192
"CUNY-York College","NY",1,-1.811730745,1432,100,49.30167598,6869,18.9,26,88,2450,4300.75252192982
"Long Island University at Brooklyn","NY",2,-1.201333282,1317,40.00607533,53.682612,4193,21.6,61,75,10258,5570
"SUNY College at Purchase","NY",1,-0.258694161,1264,59.65077867,30.85443038,3919,14.9,46,100,2650,4760
"CUNY-Lehman College","NY",1,-1.60311389,1384,72.957301,55.49132948,8667,15.3,30,80,2450,4335.4827157203
"SUNY at Buffalo","NY",1,0.513960856,9649,64.15985105,31.99295264,17087,13.6,56,97,2650,4731
"CUNY- Medgar Evers College","NY",1,-2.514846811,1289,100,49.96121024,4983,16.5,36,76,2100,4108.64089293802
"New School for Social Research","NY",2,0.799843213,1190,62.17345873,53.27731092,4091,10.2,59,88,14710,8020
"CUNY-College of Staten Island","NY",1,-1.085435029,2170,100,66.03686636,10836,17.6,48,90,2450,4408.38922231736
"Ashland University","OH",2,-0.781341002,1267,87.1389271,33.46487766,2631,17.4,66,43,11431,4684
"Baldwin-Wallace College","OH",2,0.184118716,1366,80.82840237,48.46266471,4178,17.6,85,74,10995,4410
"Bluffton College","OH",2,0.087536839,514,74.27745665,40.6614786,841,13.3,58,71,9900,3990
"Bowling Green State University","OH",1,-0.207824179,7333,79.26710626,41.94736124,14912,21.1,67,89,3070,3352
"Capital University","OH",2,0.279236835,1382,79.10704064,32.48914616,2622,12.1,83,69,13050,4000
"Case Western Reserve University","OH",2,1.927919538,3156,81.40314676,22.59188847,3564,2.9,67,95,15700,4730
"Cedarville College","OH",2,0.429257157,1090,83.39709258,56.51376147,2278,15.3,64,52,7344,4410
"Cleveland State University","OH",1,-0.976256867,2296,95.38845035,56.79442509,11710,18.5,35,97,3231,3585.17456712641
"College of Mount St. Joseph","OH",2,-0.503185196,620,77.69423559,38.38709677,2397,11.1,100,46,9800,4430
"Franciscan University of Steubenville","OH",2,0.406077507,452,81.73598553,50.44247788,1543,14.9,83,69,9650,4400
"College of Wooster","OH",2,0.776951915,1883,89.66666667,29.36802974,1705,11.1,69,96,16240,4690
"Defiance College","OH",2,-0.89337598,461,80.73555166,37.74403471,928,12.8,56,60,10850,3670
"Denison University","OH",2,0.807569763,2279,82.51267198,23.38745064,1849,11.6,81,97,16900,4720
"Heidelberg College","OH",2,-0.308269331,687,93.08943089,35.08005822,1206,12.5,65,73,13780,4410
"Hiram College","OH",2,0.583788161,729,79.06724512,33.47050754,1275,10.6,79,95,14067,4560
"John Carroll University","OH",2,0.439094872,2109,87.11276332,38.88098625,3560,14.5,89,90,11700,5550
"Kenyon College","OH",2,1.605085841,1538,69.52983725,26.52795839,1446,11.1,88,95,19240,3690
"Lourdes College","OH",2,-1.280090087,55,96.49122807,58.18181818,1609,9.6,46,24,6992,3268.0646629547
"Malone College","OH",2,-0.534091397,758,86.72768879,56.46437995,1851,17.6,55,45,9858,3700
"Marietta College","OH",2,0.459875005,960,59.59031657,35.625,1299,13.2,96,97,13850,3920
"Mount Union College","OH",2,0.279236835,1086,82.90076336,42.17311234,1509,16.7,81,87,12250,3530
"Muskingum College","OH",2,-0.28508968,922,83.13796213,40.67245119,1185,13.4,73,85,13240,3914
"Oberlin College","OH",2,2.211260976,2767,57.91125994,24.50307192,2707,10.1,83,96,19670,5820
"Ohio Northern University","OH",2,0.413804057,2342,79.76839237,28.56532878,2568,14.5,83,78,15990,4080
"Ohio University","OH",1,0.363581481,8298,75.27896217,38.35864064,16171,20.4,64,87,3552,4095
"Ohio Wesleyan University","OH",2,0.983457606,1700,77.62557078,26.94117647,1828,12.1,75,93,16732,5650
"Otterbein College","OH",2,0.669068566,1205,80.54812834,35.5186722,2584,13.9,87,68,12888,4440
"Tiffin University","OH",2,-1.820202947,734,86.86390533,34.60490463,1013,19,39,74,7600,3800
"University of Akron","OH",1,-0.852632065,5190,82.31562252,61.86897881,21782,16.7,43,80,2888,3844
"University of Cincinnati","OH",1,0.184118716,5553,81.00656455,43.36394742,13047,10.8,54,95,3234,4697
"University of Dayton","OH",2,0.902328829,5293,83.21018708,28.47156622,6554,14.8,93,85,11380,4220
"University of Toledo","OH",1,-0.578339534,2959,96.85761047,51.60527205,20798,20.4,48,83,2693,3719
"Ursuline College","OH",2,-0.819973753,260,80,33.07692308,1416,10.5,68,69,9600,4202
"Walsh University","OH",2,-0.110594895,890,81.5018315,53.59550562,1344,11.3,68,58,8670,4180
"Wittenberg University","OH",2,0.975731055,1739,87.87266296,33.06497987,2124,12.8,78,95,15948,4404
"Xavier University","OH",2,0.375171306,1805,92.13884635,38.50415512,3956,13.3,83,75,11520,4960
"Youngstown State University","OH",1,-0.890258356,2903,88.04974219,65.69066483,13295,18,50,71,2196,3675
"Ohio State University at Columbus","OH",1,0.073547497,12860,85.30114089,41.44634526,37044,13.1,56,95,3087,4484
"Mount Vernon Nazarene College","OH",2,-0.110594895,485,95.09803922,68.86597938,1208,19.8,58,57,7400,3346
"Miami University at Oxford","OH",1,0.923468015,7788,84.2948371,42.24447869,14413,17.6,85,89,3740,3960
"Antioch University","OH",2,0.406077507,661,92.70687237,38.12405446,735,11.3,48,82,15476,3336
"Southern Nazarene University","OK",2,-0.500426626,538,100,59.2936803,1518,20.8,44,65,6293,3717
"Cameron University","OK",2,-1.280090087,1695,95.11784512,73.03834808,5988,19.9,36,55,1640,2400
"University of Central Oklahoma","OK",1,-0.500426626,3191,93.90818128,41.55437167,12042,22.8,31,65,1133,2150
"Oklahoma Baptist University","OK",2,0.669068566,681,89.84168865,71.07195301,2412,15.1,50,71,5390,3140
"Oklahoma Christian University","OK",2,-0.308269331,765,98.58247423,45.88235294,1647,16.2,45,64,6400,3150
"University of Sci. and Arts of Oklahoma","OK",1,-0.890258356,280,98.24561404,74.28571429,1613,23.6,43,77,1408,1920
"Oklahoma State University","OK",1,0.456300083,3913,86.53250774,55.73728597,14488,15.3,48,92,1889,3344
"Oklahoma Panhandle State University","OK",1,-0.890258356,343,98,73.17784257,1234,18.1,29,58,1212,1800
"Phillips University","OK",2,-0.431894133,576,83.23699422,30.20833333,680,11.6,39,64,10500,3860
"Southeastern Oklahoma State Univ.","OK",1,-0.890258356,700,85.57457213,63.85714286,3613,19.6,53,59,1500,2619
"University of Oklahoma","OK",1,0.669068566,3970,83.70229812,56.24685139,16018,11.5,44,90,1737,3526
"University of Tulsa","OK",2,0.78081519,1557,90.94626168,44.70134875,3369,11.5,47,96,11750,4160
"Oral Roberts University","OK",2,0.234341292,650,53.14799673,97.23076923,2812,15.5,45,69,7950,3994
"Western Baptist College","OR",2,-1.178153631,219,84.55598456,53.88127854,536,16.8,51,23,9200,4000
"Concordia College","OR",2,-0.970282428,206,68.89632107,39.32038835,1017,14.3,41,58,9600,3150
"George Fox College","OR",2,-0.196881759,726,89.74042027,40.49586777,1314,13.5,52,53,12500,4130
"Lewis and Clark College","OR",2,1.039366268,2092,75.41456381,23.04015296,1822,12.3,69,98,15800,4790
"Linfield College","OR",2,0.782567301,1188,76.10506086,38.55218855,2388,17.8,81,91,13380,4210
"Oregon State University","OR",1,-0.134421952,3948,84.44919786,41.46403242,11261,13.9,45,88,2841,3444
"Oregon Institute of Technology","OR",1,-0.637295119,447,91.03869654,60.62639821,2583,14.7,41,20,2904,3560
"Pacific University","OR",2,0.471753183,849,90.03181336,33.92226148,1076,10.9,42,76,14210,3994
"Reed College","OR",2,2.078157512,1436,73.04170905,22.77158774,1260,11.8,68,90,19960,5490
"University of Oregon","OR",1,0.266711251,6732,77.99791449,37.81937017,13274,19.7,54,87,3090,3660
"University of Portland","OR",2,0.119906798,1485,84.47098976,28.21548822,2215,13.2,72,96,12040,4100
"Warner Pacific College","OR",2,-0.677032575,87,77.67857143,60.91954023,594,12.9,29,36,7940,4032
"Willamette University","OR",2,0.97186778,1327,80.03618818,29.76639035,1754,13.3,68,94,14800,4620
"Albright College","PA",2,0.479479734,839,80.82851638,27.05601907,1279,11.3,80,84,15595,4400
"Allegheny College","PA",2,0.730304261,1900,71.64404223,25.47368421,1751,9.9,76,91,17080,4440
"Alvernia College","PA",2,-1.396994798,614,86.84582744,27.36156352,1265,10.8,72,42,8374,4000
"Beaver College","PA",2,-0.158249008,850,73.08684437,40.94117647,1397,12.2,73,89,12850,5400
"Bryn Mawr College","PA",2,2.121083292,810,55.29010239,38.64197531,1104,12.3,89,100,18165,6750
"Bucknell University","PA",2,1.502959278,3813,58.23152108,22.60687123,3347,14.2,93,97,18550,4750
"Cabrini College","PA",2,-1.023622628,494,82.47078464,45.34412955,1481,16.5,71,76,10518,6250
"Carnegie Mellon University","PA",2,2.074294237,5201,59.58982585,22.89944241,4556,9.2,74,93,17900,5690
"Cedar Crest College","PA",2,-0.348654193,607,78.22164948,32.61943987,1555,11.7,74,83,14340,5285
"Chatham College","PA",2,-0.107379026,197,92.9245283,46.1928934,619,9.3,52,98,13500,5230
"Chestnut Hill College","PA",2,-0.135069358,254,74.26900585,49.60629921,750,8.3,73,71,10335,5015
"College Misericordia","PA",2,-0.737740271,888,62.01117318,35.6981982,1614,12.9,96,62,10860,5760
"Delaware Valley College","PA",2,-0.560029617,1199,86.6955893,36.28023353,2226,19.3,65,54,11645,4530
"Dickinson College","PA",2,0.653038759,2539,84.24021234,19.18077983,1951,11.2,87,94,18700,5000
"Drexel University","PA",2,0.2280785,2934,85.01883512,38.10497614,7269,13.1,61,84,12348,6180
"Duquesne University","PA",2,0.189445749,2374,83.8869258,42.24936816,5195,13.8,75,93,10578,5114
"Eastern College","PA",2,-0.07085744,369,80.56768559,44.71544715,1412,13.6,54,60,11190,4800
"Elizabethtown College","PA",2,0.405789154,1843,76.25155151,23.11448725,1775,12.8,81,68,14190,4400
"Franklin and Marshall College","PA",2,1.166783646,2120,64.83180428,23.96226415,1788,10.9,86,94,24940,6275.87532449044
"Gannon University","PA",2,0.12616959,1908,77.43506494,35.53459119,3384,13.3,65,51,10970,4280
"Geneva College","PA",2,-0.146011777,534,79.94011976,44.38202247,1564,20.1,74,67,9476,4820
"Gettysburg College","PA",2,1.155264521,2466,68.57619577,23.31711273,1990,12.1,83,95,19964,4328
"Grove City College","PA",2,1.531683614,1110,44.5604175,51.62162162,2248,18.4,100,65,5224,3048
"Gwynedd Mercy College","PA",2,-0.119616258,237,62.36842105,43.88185654,1824,7.8,96,41,11000,5550
"Haverford College","PA",2,2.352879797,927,43.56203008,31.49946063,1083,10.6,95,99,18833,6235
"Holy Family College","PA",2,-0.428678264,354,56.91318328,47.74011299,2293,11.2,74,45,8800,4199.38504640246
"Immaculata College","PA",2,-1.046802278,253,94.40298507,40.71146245,1799,11.2,69,64,10000,5364
"Indiana University of Pennsylvania","PA",1,-0.343686213,3264,51.21606779,49.78553922,12507,20.6,63,77,2954,2906
"Juniata College","PA",2,0.629859109,859,85.47263682,34.69150175,1118,12.7,80,97,14850,4460
"Kings College","PA",2,-0.204608309,1053,72.32142857,36.18233618,1041,15.6,87,72,10910,5160
"Lafayette College","PA",2,1.11663177,2402,59.90024938,23.81348876,2244,10.5,92,96,18730,5740
"La Salle University","PA",2,0.498507756,1834,62.61522704,33.91494002,4400,15.1,84,90,12600,5610
"Lebanon Valley College","PA",2,0.019461645,1060,76.47907648,30.18867925,1467,12.3,85,84,13850,4755
"Lehigh University","PA",2,1.193897271,4304,67.28153822,25.37174721,4430,12.5,91,99,18700,5580
"Lincoln University","PA",1,-1.634020091,1091,65.72289157,29.88084326,1229,12.6,45,72,3020,3400
"Lycoming College","PA",2,-0.410466594,1005,78.14930016,36.11940299,1437,14,72,81,13900,4300
"Marywood College","PA",2,-0.513670316,859,77.5971093,37.60186263,1854,11.8,66,76,11040,4500
"Mercyhurst College","PA",2,0.050367846,1074,68.97880539,36.96461825,2238,16.7,78,63,9813,4050
"Messiah College","PA",2,0.56833506,1382,79.33409874,43.92185239,2311,14.1,89,75,10300,5080
"Moravian College","PA",2,0.2280785,955,77.51623377,31.72774869,1726,15.2,74,92,14990,4730
"Muhlenberg College","PA",2,0.664916938,1836,72.8860659,25.16339869,2008,12.8,83,86,16975,4565
"Widener University","PA",2,-0.342679753,1492,69.75222066,33.6461126,4357,12.6,63,86,12350,5370
